_id,Idade,T_freq_bar_rest,Cidade,Bairro_bh,Regional,Estado_pais,restricao,outro_restricao,freq_aliment_rotina,freq_aliment_lazer,estab_rotina,estab_lazer,culinaria_fav,outra_culinaria,qtde_bar_rest_bh,disr_bar_rest,pratos_mineira,oferta_prato_mineiro_qualidade,cerveja_cachaca,cerv_cach1,cerv_cach2,cerv_cach3,facilidade_cerv_cach,local_compra_cerv_cach,outro_local_cerv_cach,motivo_nao,motivo_viagem,pernoites_qt,culinaria_decisao_viagem,T_aval_qualidadepratos,T_aval_horariofuncionamento,T_aval_infraestrutura,T_aval_atendimento,T_aval_diversidade,T_aval_apresetacao,T_aval_custobeneficio,T_percepcaobaresrest,T_expec_bh,prato_unico_bh,qual_prato,recomendacao,satisfeitocombares_rest_perto_casa,nao_porque,facilidade_comidatipicamin,principal_dificuldade,Variedade_Culinaria,Decoracao_conforto,Estacionamento,Entretenimento,Refeio,Atendimento,Limpeza,Custo_Benefcio,Apresentao_pratos,fonte_informacao,outras_fontes,festival_gastronomico,motivo_nao_festival,companhia_restaurantes_bares,gasto_medio_gastro,genero,renda_familiar,grau_instrucao
224,41,"",Belo Horizonte,Caicara,Noroeste,MG,Nao,"",2 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os bares,Sim,Nao sabe; nao lembra,"","",Sim,Bar;Mercados/Feira,"","","",193,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Em termos- os bares sao bons mas restaurantes nem tanto,"",Alta facilidade,"",5,5,3,5,4,5,4,4,3,Outros,Ja conhece a maioria,Sim,"",Conjuge/namorado(a),100,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Fundamental  completo
225,27,"",Belo Horizonte,Padre Eustaquio ,Noroeste,MG,Nao,"",Raramente,2 dias por semana,Restaurante A La carte,Bares (petiscos e afins),Italiana,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja,"","",Sim,Bar;Cervejaria/cachacaria/loja de produtos tipicos,"","","",255,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Nao,infraestrutura em geral,Alta facilidade,"",4,4,,2,4,3,3,2,2,Redes sociais,"",Sim,"",Amigos,70,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
226,26,"",Belo Horizonte,Coracao Eucaristico,Noroeste,MG,Nao,"",6 dias por semana,3 dias por semana,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Belorizontina,Walls,Cachaca Salinas,Sim,Restaurante;Supermercados;Cervejaria/cachacaria/loja de produtos tipicos,"","","",256,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,1,5,5,4,4,4,4,Amigos e familiares;Redes sociais,"",Sim,"",Amigos,60,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
227,60,"",Belo Horizonte,Carlos Prates,Noroeste,MG,Celiaco,"",Raramente,Raramente,Restaurante Self-service,Restaurante Self-service,Italiana,"",Nao sabe,Nao sabe,Pao de queijo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",257,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Nao sabe,"",Alta facilidade,"",,,,,3,3,,,,Nao sabe,"",Nao,outros,Demais familiares,30,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio incompleto
228,23,"",Belo Horizonte,Pindorama,Noroeste,MG,Intolerante a lactose,"",2 dias por semana,2 dias por semana,Restaurante Self-service,Fast-foods,Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",258,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,,5,5,5,4,3,4,Redes sociais,"",Nao,falta de informacao,Amigos,30,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
229,58,"",Belo Horizonte,Santo Andre,Noroeste,MG,Nao,"",Raramente,Raramente,Fast-foods,Bares (petiscos e afins),Cozinha Variara,"",Ambos Suficientes,Os bares sao mais concentrados mas restaurantes nao,Carne de porco frango caipira,Sim- principalmente os restaurantes,Sim,Da roca,"","",Sim,Outro,Encomendado,"","",368,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,infraestrutura em geral,Media facilidade,"",4,4,,3,4,3,2,3,3,Amigos e familiares;Redes sociais,"",Nao,precos elevados,Conjuge/namorado(a),50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Fundamental  completo
230,59,"",Belo Horizonte,Coracao Eucaristico,Noroeste,MG,Nao,"",Nunca,1 dia por semana,NA,Restaurante A La carte,Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Tutu a mineira,Sim- principalmente os restaurantes,Sim,Backer,"","",Sim,Bar,"","","",369,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Alta facilidade,"",5,4,4,5,5,4,4,3,5,Amigos e familiares,"",Sim,"",Amigos,30,Feminino,Acima de 10 SM (R$ 9.540),Superior completo
231,25,"",Belo Horizonte,Caicara,Noroeste,MG,Nao,"",7 dias por semana,3 vezes por mes,Restaurante Self-service,Restaurante Self-service;Bares (petiscos e afins),Italiana,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja Santa Monica ,"","",Sim,Cervejaria/cachacaria/loja de produtos tipicos,"","","",370,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",3,3,3,3,4,4,3,3,4,Redes sociais;Google,"",Nao,NS/NI,Amigos,75,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
232,30,"",Belo Horizonte,Pindorama,Noroeste,MG,Nao,"",Raramente,3 dias por semana,Restaurante A La carte;Fast-foods,Fast-foods,Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Tropeiro e pao de queijo,Sim- principalmente os restaurantes,Sim,Cachaca,"","",Sim,Nao sabe,"","","",371,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,1,3,4,4,3,4,4,Amigos e familiares;Google,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,80,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
233,24,"",Belo Horizonte,Caicara,Noroeste,MG,Nao,"",7 dias por semana,1 dia por semana,Restaurante A La carte,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Doce ; cerveja,"","",NS/NI,Nao sabe,"","","",372,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Alta facilidade,"",5,2,1,2,4,3,2,3,3,Google,"",Sim,"",Demais familiares,60,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Pos-graduacao /Especializacao/MBA
234,24,"",Belo Horizonte,Padre Eustaquio,Noroeste,MG,Nao,"",2 vezes por mes,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo; feijao tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de oportunidade,"",373,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Alta facilidade,"",5,3,,3,5,3,3,3,3,Redes sociais,"",Nao,localizacao,Amigos,40,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
235,20,"",Belo Horizonte,Coracao Eucaristico,Noroeste,MG,Nao,"",5 dias por semana,3 dias por semana,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",374,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,,5,5,4,4,4,4,Amigos e familiares;Redes sociais,"",Sim,"",Amigos,30,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior incompleto
236,25,"",Belo Horizonte,Dom Bosco,Noroeste,MG,Nao,"",Raramente,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Outra,Churrasco,Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Figado com jilo ,Sim- principalmente os bares,Nao,"","","","","","",Falta de oportunidade,"",375,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,5,1,4,4,4,4,3,2,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a),70,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior incompleto
237,20,"",Belo Horizonte,Coracao Eucaristico,Noroeste,MG,"Vegano,Intolerante a lactose","",Nunca,3 dias por semana,NA,Fast-foods;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Pao de queijo,Sim- principalmente os bares,Sim,Nao sabe; nao lembra,"","",Sim,Cervejaria/cachacaria/loja de produtos tipicos,"","","",376,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,2,3,4,2,3,5,4,Google;Outros,Ja conhece,Sim,"",Amigos,50,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior incompleto
238,22,"",Belo Horizonte,Coracao Eucaristico,Noroeste,MG,Nao,"",Nunca,3 dias por semana,NA,Fast-foods,Italiana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Pao de queijo,Sim- principalmente os bares,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",377,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,,3,4,3,4,5,,Amigos e familiares,"",Sim,"",Amigos,50,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior incompleto
239,24,"",Belo Horizonte,Pindorama,Noroeste,MG,Nao,"",4 dias por semana,2 dias por semana,Restaurante Self-service;Fast-foods,Fast-foods;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Cerveja artesanal ,"","",Sim,Supermercados;Mercados/Feira,"","","",378,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,,4,5,4,4,3,4,Redes sociais;Google,"",Sim,"",Amigos,30,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
240,38,"",Belo Horizonte,Padre Eustaquio,Noroeste,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",NS/NI,"",379,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,4,4,4,4,4,4,4,Redes sociais,"",Sim,"",Amigos,200,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
241,43,"",Belo Horizonte,Padre Eustaquio,Noroeste,MG,Nao,"",5 dias por semana,1 vez por mes,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijoada,Sim- principalmente os bares,Sim,Nao sabe; nao lembra,"","",Sim,Bar,"","","",380,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",5,3,1,4,5,5,4,4,3,Amigos e familiares,"",Nao,precos elevados,Amigos,50,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Tecnico
242,21,"",Belo Horizonte,Gloria,Noroeste,MG,Nao,"",5 dias por semana,2 dias por semana,Restaurante A La carte,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Os bares sao mais concentrados mas restaurantes nao,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",381,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,infraestrutura em geral,Media facilidade,"",4,3,,4,4,4,4,3,,Amigos e familiares;Redes sociais,"",Sim,"",Demais familiares,25,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior incompleto
243,27,"",Belo Horizonte,Santo Andre,Noroeste,MG,Nao,"",5 dias por semana,3 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Torresmo; tropeiro,Sim- principalmente os bares,Sim,Cachaca,"","",Sim,Bar,"","","",382,"","","","","","","","","","",Nao,"",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,3,,3,4,5,4,3,3,Amigos e familiares;Redes sociais,"",Nao,precos elevados,Conjuge/namorado(a),50,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
244,31,"",Belo Horizonte,Carlos Prates,Noroeste,MG,Nao,"",3 vezes por mes,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Italiana,"",Bares suficientes/ restaurantes insuficientes,Os bares sao mais concentrados mas restaurantes nao,Feijoada,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de oportunidade,"",383,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,precos elevados,Media facilidade,"",4,4,4,,4,4,5,2,2,Amigos e familiares,"",Nao,precos elevados,Demais familiares,80,Feminino,Ate 1 SM (R$ 954),Fundamental  incompleto
245,43,"",Belo Horizonte,Aarao Reis ,Norte,MG,"Intolerante a lactose,Outro",Intolerancia a gluten ,Raramente,Raramente,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Pao de queijo e tutu,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de informacao ,"",95,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,3,3,2,5,4,3,4,3,Amigos e familiares,"",Nao,infraestrutura em geral,Conjuge/namorado(a) e filhos,100,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
246,37,"",Belo Horizonte,Juliana,Norte,MG,Nao,"",Raramente,Raramente,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de informacao ,"",96,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,4,4,3,4,4,4,3,3,Amigos e familiares;Redes sociais,"",Sim,"",Amigos,55,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
247,28,"",Belo Horizonte,Tupi,Norte,MG,Nao,"",5 dias por semana,1 dia por semana,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Supermercados,"","","",97,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",4,4,3,4,5,3,3,2,5,Sites especializados,"",Sim,"",Conjuge/namorado(a),50,Masculino,Ate 1 SM (R$ 954),Medio incompleto
248,52,"",Belo Horizonte,Planalto,Norte,MG,Nao,"",Raramente,2 vezes por mes,Restaurantes de Buffet,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Torresmo,Sim- tanto bares quanto restaurantes,Sim,Cerveja ,"","",Sim,Cervejaria/cachacaria/loja de produtos tipicos,"","","",98,"","","","","","","","","","","","",Nao recomendo,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Media facilidade,"",4,3,3,4,4,2,3,3,4,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,60,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio incompleto
249,36,"",Belo Horizonte,Vila Cloris ,Norte,MG,Nao,"",Nunca,3 vezes por mes,NA,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijoada,Sim- tanto bares quanto restaurantes,Sim,Cerveja ,"","",Sim,Supermercados,"","","",99,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",3,4,3,3,4,3,3,4,3,Amigos e familiares,"",Nao,precos elevados,Conjuge/namorado(a) e filhos,40,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
250,41,"",Belo Horizonte,Planalto,Norte,MG,Nao,"",Raramente,1 dia por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Quiabo,Sim- tanto bares quanto restaurantes,Sim,Cachaca ,"","",Sim,Mercados/Feira,"","","",100,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,4,3,4,4,3,4,4,3,Amigos e familiares,"",Sim,"",Conjuge/namorado(a),100,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
251,30,"",Belo Horizonte,Juliana ,Norte,MG,Nao,"",Raramente,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",101,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,4,4,3,5,5,4,3,4,Redes sociais,"",Nao,precos elevados,Conjuge/namorado(a) e filhos,50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
252,58,"",Belo Horizonte,Juliana ,Norte,MG,Nao,"",Raramente,1 vez por mes,Restaurante A La carte,Restaurantes de Buffet,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Tutu,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",102,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,3,2,3,4,3,4,4,4,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,50,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Tecnico
253,28,"",Belo Horizonte,Floramar ,Norte,MG,Nao,"",3 vezes por mes,1 dia por semana,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,ora pro nobis ,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao tem interesse,"",103,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,1,4,5,5,5,4,5,Redes sociais,"",Sim,"",Conjuge/namorado(a),55,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
254,18,"",Belo Horizonte,Floramar ,Norte,MG,Intolerante a lactose,"",3 dias por semana,1 dia por semana,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Japonesa,"",Ambos Insuficientes,Nao sabe,Frango com quiabo,Nao sabe,Sim,Guarapan,"","",Sim,Bar;Restaurante;Supermercados,"","","",104,"","","","","","","","","","","","",Nao recomendo,Nao sabe,"",Media facilidade,"",4,4,1,4,4,4,4,4,4,Amigos e familiares,"",Nao,falta de informacao,Amigos,35,Feminino,Ate 1 SM (R$ 954),Medio completo
255,52,"",Belo Horizonte,Tupi,Norte,MG,Nao,"",Nunca,2 dias por semana,NA,Bares (petiscos e afins),Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Nao sabe,Pao de queijo,Nao,Nao,"","","","","","",Nao tem interesse,"",105,"","","","","","","","","","","","",Nao recomendo,Nao,precos elevados,Media facilidade,"",4,4,,3,3,2,2,3,3,Nao sabe,"",Nao,precos elevados,Demais familiares,70,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Fundamental  completo
256,53,"",Belo Horizonte,Juliana,Norte,MG,Nao,"",Nunca,Nunca,NA,NA,Mineira Tipica,"",Nao sabe,Muito concentrado em alguns bairros,Arroz e feijao ,Sim- principalmente os bares,Nao,"","","","","","",Falta de informacao ,"",106,"","","","","","","","","","","","",Nao recomendo,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Media facilidade,"",3,3,3,4,4,2,2,3,4,Nao sabe,"",Nao,precos elevados,Amigos,25,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Fundamental  completo
257,49,"",Belo Horizonte,Juliana,Norte,MG,Nao,"",Raramente,3 vezes por mes,Restaurante Self-service,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os bares,Sim,Belorizontina,"","",Sim,Supermercados,"","","",107,"","","","","","","","","","","","",Nao recomendo,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Alta facilidade,"",3,2,2,3,4,2,3,3,4,Amigos e familiares,"",Sim,"",Amigos,90,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
258,60,"",Belo Horizonte,Aarao Reis ,Norte,MG,Nao,"",Raramente,Raramente,Restaurante Self-service,Restaurante Self-service,Nordestina Tipica,"",Nao sabe,Nao sabe,Quiabo; tutu; Pequi ,Nao sabe,Nao,"","","","","","",Falta de informacao ,"",138,"","","","","","","","","","","","",Nao sabe,Nao sabe,"",Alta facilidade,"",,,,,,,,,,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,45,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Sem instrucao formal
259,56,"",Belo Horizonte,Vila Cloris,Norte,MG,Nao,"",5 dias por semana,2 dias por semana,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijoada,Sim- tanto bares quanto restaurantes,Sim,Nao sabe; nao lembra,"","",NS/NI,Nao sabe,"","","",194,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,,3,5,4,4,3,5,Amigos e familiares,"",Sim,"",Amigos,50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
260,45,"",Belo Horizonte,Planalto,Norte,MG,Nao,"",1 dia por semana,1 dia por semana,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Os bares sao mais concentrados mas restaurantes nao,Figado com jilo ,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Nao,Mercados/Feira,"","","",195,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",5,3,1,4,5,4,3,3,3,Amigos e familiares,"",Nao,infraestrutura em geral,Conjuge/namorado(a),80,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Tecnico
261,29,"",Belo Horizonte,Tupi,Norte,MG,Nao,"",5 dias por semana,1 dia por semana,Restaurante Self-service,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de informacao ,"",196,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",3,2,1,1,3,3,2,2,2,Amigos e familiares,"",Nao,precos elevados,Conjuge/namorado(a) e filhos,30,Masculino,Ate 1 SM (R$ 954),Medio incompleto
262,35,"",Belo Horizonte,Conjunto Felicidade ,Norte,MG,Nao,"",Raramente,Raramente,Restaurante Self-service,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Angu com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de conhecimento,"",197,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",3,4,5,2,5,5,5,5,5,Amigos e familiares,"",Sim,"",Amigos,70,Feminino,Ate 1 SM (R$ 954),Medio completo
263,47,"",Belo Horizonte,Tupi ,Norte,MG,Nao,"",Raramente,Raramente,Restaurante A La carte,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tutu com linguica assada,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",198,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,1,5,3,5,5,3,5,Outros,Radio,Nao,outros,Conjuge/namorado(a),35,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
264,36,"",Belo Horizonte,Vila Cloris ,Norte,MG,Intolerante a lactose,"",4 dias por semana,1 dia por semana,Restaurante A La carte,Restaurante A La carte;Restaurantes de Buffet;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja artesanal ,"","",Nao,Mercados/Feira,"","","",199,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Nao,falta de informacao,Alta facilidade,"",4,3,1,2,4,3,3,3,4,Amigos e familiares,"",Nao,falta de informacao,Amigos,100,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Mestrado /Doutorado
